Residue_Code,Filename,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
AZF,mod_amino19.lib_AZF_sybyl.mol2,76a3d27ea335d0bf8bf92879eaacc405aea2c4871232aa621d034114decdca35,[NH][C@@H](Cc1ccc(cc1)N=[N]=[N])[C]=O,,-,Compound_None,[NH][C@@H](Cc1ccc(cc1)N=[N]=[N])[C]=O,,-,Compound_None,[NH][C@@H](Cc1ccc(cc1)N=[N]=[N])[C]=O,,-,Compound_None
B3I,ff15ipq-m.lib_B3I_sybyl.mol2,7558daf3e407e99dd1d3df58b2d9a5692f5afa876cbc0664f0167c48b18c1815,[NH][C@@H](C[C][O])[C@@H](CC)C,,-,Compound_None,CC[C@@H](C)[C@@H]([NH])C[C][O],,-,Compound_None,CCC(C)C([NH])C[C][O],84071814,-,3-amino-4-methylhexan-1-ol
SER,uni_amino03.lib_SER_sybyl.mol2,844b052eec0c4a76ac2210756976424729ca9ee725c213e5702c2e48a69ad252,[NH][C@@H]([C]O)[C][O],68294,-,"2-Amino-1,3-propanediol",[NH][C@H]([C][O])[C]O,68294,-,"2-Amino-1,3-propanediol",[NH]C([C][O])[C]O,68294,-,"2-Amino-1,3-propanediol"
COLS,GLYCAM_aminoct_06j_12SB.lib_COLS_sybyl.mol2,a2eaa57c3a1c62f26e134f57846316474c8492b935e7b32b3b8e55ba79fc3c38,[NH][C@@H](C[O])[C]([O-])[O-],,-,Compound_None,[NH][C@@H](C[O])[C]([O-])[O-],,-,Compound_None,[NH]C(C[O])[C]([O-])[O-],,-,Compound_None
MET,uni_amino03.lib_MET_sybyl.mol2,770a9bf24c3ee3dedea593399abe6f7d0b98ea67c25746a65c0f1029b2f6e599,[NH][C@@H]([C][C]S[C])[C][O],2724404,-,L-Methioninol,[C]S[C][C][C@H]([NH])[C][O],2724404,-,L-Methioninol,[C]S[C][C]C([NH])[C][O],102901,-,"Methioninol, (+-)-"
DGE,all_prot_nucleic10.lib_DGE_sybyl.mol2,58122d67de7f2daa18ff039afd6bc573834be7bdfd79cb7646db29dcdb97a44b,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],,-,Compound_None
N2G,all_modrna08.lib_N2G_sybyl.mol2,71906ed99ee92fcf08164108f09c640f3658ad9606cff12571e8b9060a809126,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N(C)C)C,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N(C)C)C,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N(C)C)C,,-,Compound_None
NME,uni_amino03.lib_NME_sybyl.mol2,c3d7f7a92b244fd13f12d49f1426ba2353ac4d4770b1d858665c46896053f490,[NH]#[C],22952220,-,methylidyneazanium,[NH]#[C],22952220,-,methylidyneazanium,[NH]#[C],22952220,-,methylidyneazanium
PH-,lipid21.lib_PH-_sybyl.mol2,5773e2980aee7a699b99a296756b3c4ac5d02111160a7b167457e09b59b2a3e2,[C](=O)OC[C@H](CO[P](O)([O])[O])O[C]=O,,-,Compound_None,[O][P]([O])(O)OC[C@@H](CO[C]=O)O[C]=O,,-,Compound_None,[O][P]([O])(O)OCC(CO[C]=O)O[C]=O,,-,Compound_None
MY,lipid21.lib_MY_sybyl.mol2,043d3ee7bd1c421b7a962a86011cf3c692bd55bfb122c7c50cd95178a998df2f,CCCCCCCCCCCC[CH2],12388,CHEBI:35998,Tridecane,[CH2]CCCCCCCCCCCC,12388,CHEBI:35998,Tridecane,[CH2]CCCCCCCCCCCC,12388,CHEBI:35998,Tridecane
IICE,xFPchromophores.lib_IICE_sybyl.mol2,90067cc1cb4cb484264650f85b2198fb4a2ccbad3046ca48731ed43e90c1b849,[NH][C@H]([C]1[N][C]([C]([O])N1C[C][O])[CH][C]1[N][CH]N[CH]1)CO,,-,Compound_None,[NH][C@@H](CO)[C]1[N][C]([CH][C]2[CH]N[CH][N]2)[C]([O])N1C[C][O],,-,Compound_None,[NH]C(CO)[C]1[N][C]([CH][C]2[CH]N[CH][N]2)[C]([O])N1C[C][O],,-,Compound_None
B3T,ff15ipq-m.lib_B3T_sybyl.mol2,c1ae2b3c054311cd76a420afa1c70741c266d01e5557d9f2a0e13f0a42cd11c1,[NH][C@@H](C[C][O])[C@@H](O)C,131378029,-,"(3S,4S)-3-aminopentane-1,4-diol",C[C@H](O)[C@@H]([NH])C[C][O],131378029,-,"(3S,4S)-3-aminopentane-1,4-diol",CC(O)C([NH])C[C][O],23064801,-,SCHEMBL3440765
TYR,uni_amino03.lib_TYR_sybyl.mol2,b84dfae92376c0e988587ae97e03d170606f04db51e6598816f69ba331fc20fa,[NH][C@@H]([C]c1ccc(O)cc1)[C][O],151247,-,5034-68-4,[NH][C@H]([C][O])[C]c1ccc(O)cc1,151247,-,5034-68-4,[NH]C([C][O])[C]c1ccc(O)cc1,548190,-,4-(2-Amino-3-hydroxypropyl)phenol
W4F,ff15ipq-19F.lib_W4F_sybyl.mol2,b9c3a915a793091cf4c0e4da8d30191b80710cec817a2e0445a4566cb0c5fa8d,[NH][C@@H](C[C]1[CH]Nc2cccc(F)c12)[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]Nc2cccc(F)c21,,-,Compound_None,[NH]C([C][O])C[C]1[CH]Nc2cccc(F)c21,,-,Compound_None
A64,amberdyes.lib_A64_sybyl.mol2,a87bf4485422ed499095448923d4f2be60b2a15f0166527c960535065e582713,[C]1(N(c2ccc(S([O])([O])[O])cc2C1(C)C)CCCS([O])([O])[O])[CH][CH][CH][CH][CH][C]1N(c2ccc(S([O])([O])[O])cc2[C@@]1(C)CCCCC[C][O])CCCS([O])([O])[O],,-,Compound_None,CC1(C)[C]([CH][CH][CH][CH][CH][C]2N(CCCS([O])([O])[O])c3ccc(S([O])([O])[O])cc3[C@@]2(C)CCCCC[C][O])N(CCCS([O])([O])[O])c2ccc(S([O])([O])[O])cc21,,-,Compound_None,CC1(C)[C]([CH][CH][CH][CH][CH][C]2N(CCCS([O])([O])[O])c3ccc(S([O])([O])[O])cc3C2(C)CCCCC[C][O])N(CCCS([O])([O])[O])c2ccc(S([O])([O])[O])cc21,,-,Compound_None
MMA,all_modrna08.lib_MMA_sybyl.mol2,9f4755eb8987ab58e2a1166a199284d2e836160d65173ca97753771b7e66c9a8,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=Nc2c(NC)ncnc12,,-,Compound_None,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1OC,,-,Compound_None,CNc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1OC,,-,Compound_None
A56,amberdyes.lib_A56_sybyl.mol2,00407b5116361df53354b709dee3ebbee0b0ebf74626d6140e31ea6b9dfa66db,N1c2c(C(=CC1(C)C)CS([O])([O])[O])cc1c(c2)Oc2c(C1=C1C=CC(=C=O)C=C1C(=O)O)cc1c(c2)NC(C=C1CS([O])([O])[O])(C)C,,-,Compound_None,CC1(C)C=C(CS([O])([O])[O])c2cc3c(cc2N1)Oc1cc2c(cc1C3=c1ccc(=C=O)cc1C(=O)O)C(CS([O])([O])[O])=CC(C)(C)N2,,-,Compound_None,CC1(C)C=C(CS([O])([O])[O])c2cc3c(cc2N1)Oc1cc2c(cc1C3=c1ccc(=C=O)cc1C(=O)O)C(CS([O])([O])[O])=CC(C)(C)N2,,-,Compound_None
3MU,all_modrna08.lib_3MU_sybyl.mol2,9c60b9848d429a0e605da2072e7822326ee14112287c30b185039d40711103aa,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N([C]([O])[CH][CH]1)C,,-,Compound_None,CN1[C]([O])[CH][CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]1[O],,-,Compound_None,CN1[C]([O])[CH][CH]N(C2OC(COP([O])[O])C([O])C2O)[C]1[O],,-,Compound_None
WMG,all_modrna08.lib_WMG_sybyl.mol2,c8ae427faa73a01b2522a05ab650cb797aba1fbe2f2e06ec424068262643b141,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C)C)C,,-,Compound_None,Cc1nc2n(C)c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n2c1C,,-,Compound_None,Cc1nc2n(C)c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n2c1C,,-,Compound_None
DWG,all_modrna08.lib_DWG_sybyl.mol2,4a199da17134763cba8e5e2fac349ee519bb1a0a4abc998630bec9912d8aae27,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1NC1=NC(=CN1C2=O)C,,-,Compound_None,Cc1cn2c(=O)c3ncn([C@@H]4O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]4O)c3[nH]c2n1,,-,Compound_None,Cc1cn2c(=O)c3ncn(C4OC(CO[P]([O])=O)C([O])C4O)c3[nH]c2n1,,-,Compound_None
NTRP,uni_aminont03.lib_NTRP_sybyl.mol2,9f386d6a6168ee1cc47fedcbdaa397e4f3bc8ba991354f9ec6716268d657c8f8,[NH3+][C@@H]([C][C]1[CH]Nc2ccccc12)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C][C]1[CH]Nc2ccccc21,,-,Compound_None,[NH3+]C([C][O])[C][C]1[CH]Nc2ccccc21,,-,Compound_None
C55,amberdyes.lib_C55_sybyl.mol2,aeb827e8f0abbe052d2f5205c072cdae4152e90f57477ebc590d38668221c477,c12c(c3c(cc2)N([C](C3(C)C)[CH][CH][CH][CH][CH][C]2N(c3ccc4c(c3C2(C)C)cccc4)CCCCC[C][O])C)cccc1,,-,Compound_None,CN1[C]([CH][CH][CH][CH][CH][C]2N(CCCCC[C][O])c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,,-,Compound_None,CN1[C]([CH][CH][CH][CH][CH][C]2N(CCCCC[C][O])c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,,-,Compound_None
ST,lipid21.lib_ST_sybyl.mol2,381bd08473d885e4b909ff27423e319fd60103d8a605818f7ac887dd5e235602,CCCCCCCCCCCCCCCC[CH2],12398,CHEBI:16148,HEPTADECANE,[CH2]CCCCCCCCCCCCCCCC,12398,CHEBI:16148,HEPTADECANE,[CH2]CCCCCCCCCCCCCCCC,12398,CHEBI:16148,HEPTADECANE
CYX,uni_amino03.lib_CYX_sybyl.mol2,94f663d7edc4dbacd769bf2c5c1d422f369ebc7e36644af7bb18b23d2bc17325,[NH][C@@H]([C][S])[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])[C][S],11018820,-,125509-78-6,[NH]C([C][O])[C][S],10197647,-,"1-Propanol, 2-amino-3-mercapto-"
7MG,all_modrna08.lib_7MG_sybyl.mol2,e85e4ec44ea755ecb2db135ab01faac46d22535c0f085d6460d258d3a0244b7f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N)C,135566428,-,"[(2R,3S,4R,5R)-5-(2-amino-7-methyl-6-oxo-1H-purin-9-ium-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium",[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N)C,135566428,-,"[(2R,3S,4R,5R)-5-(2-amino-7-methyl-6-oxo-1H-purin-9-ium-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium",[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)N)C,135566428,-,"[(2R,3S,4R,5R)-5-(2-amino-7-methyl-6-oxo-1H-purin-9-ium-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium"
MMU,all_modrna08.lib_MMU_sybyl.mol2,16fd8113d2d1cdb8868c411b11e6723abeeeaf275a5f2095e7f4ae4b795c9587,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)C,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](COP([O])[O])O[C@H]1N1[CH][C](C)[C]([O])N[C]1[O],,-,Compound_None,COC1C([O])C(COP([O])[O])OC1N1[CH][C](C)[C]([O])N[C]1[O],,-,Compound_None
CH3,cph_nucleic_caps.lib_CH3_sybyl.mol2,1c20bf3121f3232579901061de052773fa8acb555a2278ec43325e1de0ae5030,[CH3],297,CHEBI:16183,methane,[CH3],297,CHEBI:16183,methane,[CH3],297,CHEBI:16183,methane
ASN,uni_amino03.lib_ASN_sybyl.mol2,cd802a05212e894776b7dc79346278f7f738f3253c55e9860f3ace2de273c3df,[NH][C@@H]([C][C]([O])N)[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C](N)[O],,-,Compound_None,[NH]C([C][O])[C][C](N)[O],160636797,-,"1,3-diaminobutane-1,4-diol"
ESU,all_modrna08.lib_ESU_sybyl.mol2,25574573e616b934935c85394601f95ae873d95b438a6072cfbcd435be1e85ca,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNC,,-,Compound_None,CNC[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([S])N[C]1[O],,-,Compound_None,CNC[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([S])N[C]1[O],,-,Compound_None
NTHR,uni_aminont03.lib_NTHR_sybyl.mol2,e94ed5da22c2c1357231cf9b59c1a94bcf53023c4d8c875ff72798b848a47abc,[NH3+][C@@H]([C]([C])O)[C][O],,-,Compound_None,[C][C](O)[C@H]([NH3+])[C][O],,-,Compound_None,[C][C](O)C([NH3+])[C][O],53455485,-,"1,3-dihydroxybutan-2-ylazanium"
DT5,terminal_monophosphate.lib_DT5_sybyl.mol2,aea78693dd0ed30706839ba3f16d2a7f72fdb654a230bebd30a934b66d41ac9c,[P]([O])([O])(O)OC[C@H]1O[C@H](C[C@@H]1[O])N1C(=O)NC(=O)C(=C1)C,,-,Compound_None,Cc1cn([C@H]2C[C@H]([O])[C@@H](CO[P]([O])([O])O)O2)c(=O)[nH]c1=O,,-,Compound_None,Cc1cn(C2CC([O])C(CO[P]([O])([O])O)O2)c(=O)[nH]c1=O,,-,Compound_None
B3R,ff15ipq-m.lib_B3R_sybyl.mol2,be6f872b0161ee8d7142be69b41f17c713eb57201a794e98b9b9ba04153ad367,[NH][CH](=[CH2][C][O])CCCN[C](N)N,-,-,API Error,[NH][CH](=[CH2][C][O])CCCN[C](N)N,-,-,API Error,[NH][CH](=[CH2][C][O])CCCN[C](N)N,-,-,API Error
NPRO,uni_aminont03.lib_NPRO_sybyl.mol2,54d7940e569cd960d980cbf9ab6c0db5dd725d1d29d41d92d86cf23d0be22ede,[NH2+]1[C][C][C][C@H]1[C][O],6950545,-,[(2S)-pyrrolidin-1-ium-2-yl]methanol,[O][C][C@@H]1[C][C][C][NH2+]1,6950545,-,[(2S)-pyrrolidin-1-ium-2-yl]methanol,[O][C]C1[C][C][C][NH2+]1,78428236,-,pyrrolidin-1-ium-2-ylmethanol
MRI,all_modrna08.lib_MRI_sybyl.mol2,22e0a61e1cb984db171b45358709fc29493930d37fb2ccf33f139c5d27968a31,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=CNC2=O,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cnc2c(=O)[nH]cnc21,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cnc2c(=O)[nH]cnc21,,-,Compound_None
13P,all_modrna08.lib_13P_sybyl.mol2,2914224ff429cc3092afb1fea66ebeec6bff4d49132d529bba91dae98c09abb4,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[C]1[C]([O])N([C]([O])N([CH]1)C)CCC[C@H](N)[C]([O-])[O-],,-,Compound_None,CN1[CH][C]([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N(CCC[C@H](N)[C]([O-])[O-])[C]1[O],,-,Compound_None,CN1[CH][C](C2OC(COP([O])[O])C([O])C2O)[C]([O])N(CCCC(N)[C]([O-])[O-])[C]1[O],,-,Compound_None
C75,amberdyes.lib_C75_sybyl.mol2,9fa9cd16875a1edf7dec94a261edfe64f8b0c55a86e3c0194b1cc7af29157a5a,c12c(c3c(cc2)N([C](C3(C)C)[CH][CH][C]2[CH][C]([CH][CH][C]3N(c4ccc5c(c4C3(C)C)cccc5)CCCCC[C][O])CCC2)C)cccc1,,-,Compound_None,CN1[C]([CH][CH][C]2[CH][C]([CH][CH][C]3N(CCCCC[C][O])c4ccc5ccccc5c4C3(C)C)CCC2)C(C)(C)c2c1ccc1ccccc21,,-,Compound_None,CN1[C]([CH][CH][C]2[CH][C]([CH][CH][C]3N(CCCCC[C][O])c4ccc5ccccc5c4C3(C)C)CCC2)C(C)(C)c2c1ccc1ccccc21,,-,Compound_None
NNLN,GLYCAM_aminont_06j_12SB.lib_NNLN_sybyl.mol2,3e311fb2a1055996b6fbda5682016631f8d634e3db67ed9cec8713849587ef73,[NH3+][C@@H](C[C]([O])[NH])[C][O],,-,Compound_None,[NH][C]([O])C[C@H]([NH3+])[C][O],,-,Compound_None,[NH][C]([O])CC([NH3+])[C][O],,-,Compound_None
C5W,amberdyes.lib_C5W_sybyl.mol2,651c76b2410f04c24153e4bf08b96f9e5b4578bbf81f6e8e0063e3cc590248d7,c1(cc2c(cc1)N([C](C2(C)C)[CH][CH][CH][CH][CH][C]1N(c2ccc(cc2C1(C)C)S([O])([O])[O])CCCCC[C][O])C)S([O])([O])[O],,-,Compound_None,CN1[C]([CH][CH][CH][CH][CH][C]2N(CCCCC[C][O])c3ccc(S([O])([O])[O])cc3C2(C)C)C(C)(C)c2cc(S([O])([O])[O])ccc21,,-,Compound_None,CN1[C]([CH][CH][CH][CH][CH][C]2N(CCCCC[C][O])c3ccc(S([O])([O])[O])cc3C2(C)C)C(C)(C)c2cc(S([O])([O])[O])ccc21,,-,Compound_None
D5GE,all_prot_nucleic10.lib_D5GE_sybyl.mol2,4c680cebdc591624f8c29e74e5b11dae0a764e1e882874d0b90f7b5239525142,OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],135849075,-,"2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one",OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],135849075,-,"2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one",OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],135849075,-,"2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurin-9-ium-6-one"
APC,ff15ipq-m.lib_APC_sybyl.mol2,237280f38e3956ab46036359764b17cf57e286751770a03ed34253a254b7f74a,[NH][C@H]1C[NH2+]C[C@@H]1[C][O],,-,Compound_None,[NH][C@H]1C[NH2+]C[C@@H]1[C][O],,-,Compound_None,[NH]C1C[NH2+]CC1[C][O],,-,Compound_None
B3D,ff15ipq-m.lib_B3D_sybyl.mol2,ddfe63548fccde2c87cd1284d7644ffc8d7847ff625ef4d7e9cd8de2b96add91,[NH][CH](=[CH2][C][O])C[C]([O-])[O-],-,-,API Error,[NH][CH](=[CH2][C][O])C[C]([O-])[O-],-,-,API Error,[NH][CH](=[CH2][C][O])C[C]([O-])[O-],-,-,API Error
HIP,uni_amino03.lib_HIP_sybyl.mol2,b78b83ef05fdf66c655b50e6d94f11d77cda1743d7580d150ff832308a8ce539,[NH][C@@H]([C][C]1N[CH]N[CH]1)[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C]1[CH]N[CH]N1,,-,Compound_None,[NH]C([C][O])[C][C]1[CH]N[CH]N1,134243510,-,SCHEMBL19852909
5MU,all_modrna08.lib_5MU_sybyl.mol2,d49d9af314ed6fe4b5151d2987ae22f799f1ce27651b96868e87ba3f600b79f3,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)C,,-,Compound_None,C[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,C[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
NHIE,uni_aminont03.lib_NHIE_sybyl.mol2,97aa9512992b84271544b8b1697d430da048dfe764de562ed66198fa0f3fba9b,[NH3+][C@@H]([C][C]1[N][CH]N[CH]1)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C][C]1[CH]N[CH][N]1,,-,Compound_None,[NH3+]C([C][O])[C][C]1[CH]N[CH][N]1,,-,Compound_None
B3Q,ff15ipq-m.lib_B3Q_sybyl.mol2,04a0b6dcc4ccd8fc4e27dab8b789eb53fa67c9b7c7f3f1e96b5763ec3d279962,[NH][C@H]([CH2]=[C][O-])CC[C]([O])N,-,-,API Error,[NH][C@H]([CH2]=[C][O-])CC[C]([O])N,-,-,API Error,[NH][C@H]([CH2]=[C][O-])CC[C]([O])N,-,-,API Error
C7N,amberdyes.lib_C7N_sybyl.mol2,34c6812496f3d67a7b475c3b3e241960adb019aa07f6feb2b86814e3431514ad,c1cc2c(cc1)N(C)[C](C2(C)C)[CH][CH][C]1[CH][C]([CH][CH][C]2N(c3ccccc3C2(C)C)CCCCC[C][O])CCC1,,-,Compound_None,CN1[C]([CH][CH][C]2[CH][C]([CH][CH][C]3N(CCCCC[C][O])c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21,,-,Compound_None,CN1[C]([CH][CH][C]2[CH][C]([CH][CH][C]3N(CCCCC[C][O])c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21,,-,Compound_None
66A,all_modrna08.lib_66A_sybyl.mol2,dbfc3f7dfd5b8235dbffcff5c3aab70e935506ef208e52d58e461e6946b0ae08,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(N(C(=O)N[C@H](C(=O)O)[C@H](O)C)C)ncnc12,,-,Compound_None,C[C@@H](O)[C@H](NC(=O)N(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O)C(=O)O,,-,Compound_None,CC(O)C(NC(=O)N(C)c1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O)C(=O)O,,-,Compound_None
2SU,all_modrna08.lib_2SU_sybyl.mol2,08cd29d796d9b9b9d979334a92438b3483b1b1d888672bdeb83eb56c90824e56,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[CH][CH]1,,-,Compound_None,[O][C]1[CH][CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([S])N1,,-,Compound_None,[O][C]1[CH][CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([S])N1,,-,Compound_None
IWG,all_modrna08.lib_IWG_sybyl.mol2,e576c2161e13c3758dc0803aa4fc283e76033d7b61701a6201e4643b9d260969,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1NC1=NC(=C(N1C2=O)C)C,,-,Compound_None,Cc1nc2[nH]c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n2c1C,,-,Compound_None,Cc1nc2[nH]c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n2c1C,,-,Compound_None
A35,amberdyes.lib_A35_sybyl.mol2,3880a1bc057f0c132203ad9254f5423bdd3911f57b60b78d0547fd803873d515,c1c2c(cc(S([O])([O])[O])c1N)[C]([C]([C](O2)[O])C[C][O])C,,-,Compound_None,C[C]1[C](C[C][O])[C]([O])Oc2cc(N)c(S([O])([O])[O])cc21,,-,Compound_None,C[C]1[C](C[C][O])[C]([O])Oc2cc(N)c(S([O])([O])[O])cc21,,-,Compound_None
IICD,xFPchromophores.lib_IICD_sybyl.mol2,20acf94be900160f5ab1e2d078b6b36eed0dd65b2f35d854b0ed1e0e63ebd3cc,[NH][C@H]([C]1[N][C]([C]([O])N1C[C][O])[CH][C]1N[CH][N][CH]1)CO,,-,Compound_None,[NH][C@@H](CO)[C]1[N][C]([CH][C]2[CH][N][CH]N2)[C]([O])N1C[C][O],,-,Compound_None,[NH]C(CO)[C]1[N][C]([CH][C]2[CH][N][CH]N2)[C]([O])N1C[C][O],,-,Compound_None
NLN,GLYCAM_amino_06j_12SB.lib_NLN_sybyl.mol2,4d123daada0a386594eb916f0db99521e9db2b7fbf3609a55f3a5885ec6f1cfe,[NH][C@@H](C[C]([O])[NH])[C][O],,-,Compound_None,[NH][C]([O])C[C@H]([NH])[C][O],,-,Compound_None,[NH][C]([O])CC([NH])[C][O],160636797,-,"1,3-diaminobutane-1,4-diol"
NPHE,uni_aminont03.lib_NPHE_sybyl.mol2,85410944713c1c2c777e0b56a723bb337d97da37c251264f4acba2a017a5038e,[NH3+][C@@H]([C]c1ccccc1)[C][O],6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+][C@H]([C][O])[C]c1ccccc1,6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+]C([C][O])[C]c1ccccc1,25201771,-,(1-hydroxy-3-phenylpropan-2-yl)azanium
CCYS,uni_aminoct03.lib_CCYS_sybyl.mol2,fac6e14b52fc5f7a327222af491771da1a24ceff821c7624057c99e051b4b0dd,[NH][C@@H]([C]S)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C]S)[C]([O-])[O-],,-,Compound_None,[NH]C([C]S)[C]([O-])[O-],,-,Compound_None
CR2,xFPchromophores.lib_CR2_sybyl.mol2,bf480187e7723ba586f6a9dc19b77c7f0c6267ef467c9ab949c87e6e99844f6a,[NH]C[C]1[N][C]([C]([O])N1C[C][O])[CH]c1ccc(cc1)[O-],,-,Compound_None,[NH]C[C]1[N][C]([CH]c2ccc([O-])cc2)[C]([O])N1C[C][O],,-,Compound_None,[NH]C[C]1[N][C]([CH]c2ccc([O-])cc2)[C]([O])N1C[C][O],,-,Compound_None
